,Molecule SMILE,Molecule keywords
1039,N#CC(=CC(=c1ccc(=C(C#N)C#N)cc1)c1ccc(cc1)N(C)C)C#N,tetracyanoethylene
1040,CCCCC(Cn1c2nc3ccccc3nc2c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,indoloquinoxaline
1041,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole
1042,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole
1043,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole
1044,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)c1nc(c(n1CC)c1ccccc1)c1ccccc1)/C(=O)O,imidazole
1045,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,imidazole
1046,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2c(cc(c1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1nc(c(n1CC)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,imidazole
1047,CCn1c2ccc(cc2c2c1c1c(c3c2n(CC)c2c3cccc2)n(c2c1cccc2)CC)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O,truxene
1048,CCn1c2ccc(cc2c2c1c1c(c3c2n(CC)c2c3cccc2)n(c2c1cccc2)CC)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,truxene
1049,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C(=O)O,imidazole
1050,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C(=O)O,imidazole
1051,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N,triphenylamine
1052,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylamine
1053,N#C/C(=C\c1ccc(s1)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)/C(=O)O,triphenylamine
1054,N#C/C(=C\c1cc2c(s1)cc(s2)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)/C(=O)O,triphenylamine
1055,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)N(c1ccccc1)C1C2C2CCC1C2)/C(=O)O,triphenylamine
1056,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc2c(c1)N(c1ccccc1)C1C2C2CCC1C2)/C(=O)O,triphenylamine
1057,CCCCCCc1cc(sc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)N(c1ccccc1)C1C2C2CCC1C2,triphenylamine
1058,CCCCCCc1cc(sc1c1ccc(s1)C=C1SC(=S)N(C1=O)CC(=O)O)c1ccc2c(c1)N(c1ccccc1)C1C2C2CCC1C2,triphenylamine
1059,CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,pyrenoimidazole
1060,CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,pyrenoimidazole
1061,CCCCC(Cn1c(c2ccc(cc2)c2cc3n(CC(CCCC)CC)c4c5c3c3c2cccc3c2c5c(cc4)ccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,perylene
1062,CCCCC(Cn1c(c2ccc(cc2)c2cc3n(CC(CCCC)CC)c4c5c3c3c2cccc3c2c5c(c(c4)c3ccc(cc3)OC)ccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,perylene
1063,CCCCC(Cn1c(c2ccc(cc2)c2cc3n(CC(CCCC)CC)c4c5c3c3c2cccc3c2c5c(c(c4)OC)ccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,perylene
1064,CCCCC(Cn1c(c2ccc(cc2)c2cc3n(CC(CCCC)CC)c4c5c3c3c2cccc3c2c5c(c(c4)OCCCCCC)ccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,perylene
1067,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,triphenylamine
1069,CCCCCCCCCCCCc1cc(sc1c1ccc(s1)C=C1SC(=S)N(C1=O)CC(=O)O)c1ccc2c(c1)N(c1ccccc1)C1C2C2CCC1C2,triphenylamine
1070,N#C/C(=C\c1ccc(s1)c1sc(c2c1OCCO2)c1ccc2c(c1)N(c1ccccc1)C1C2C2CCC1C2)/C(=O)O,triphenylamine
1071,N#C/C(=C\c1ccc(s1)c1cc2c(s1)cc(s2)c1ccc2c(c1)N(c1ccccc1)C1C2C2CCC1C2)/C(=O)O,triphenylamine
1072,N#C/C(=C/c1cc2c(s1)cc(s2)c1ccc(s1)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1)/C(=O)O,triphenylamine
1073,N#C/C(=C/c1ccc(cc1)c1ccc(s1)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1)/C(=O)O,triphenylamine
1074,OC(=O)CN1C(=S)S/C(=C\c2ccc(s2)c2ccc(s2)c2ccc(s2)c2ccc(cc2)N2c3ccccc3C3C2C2CCC3C2)/C1=O,triphenylamine
1075,CCCCCCc1cc(sc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1,triphenylamine
1076,CCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1,triphenylamine
1077,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1,triphenylamine
1078,CCCCCCc1cc(sc1c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1,triphenylamine
1079,CCCCCCCCCCCCc1cc(sc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1,triphenylamine
1080,N#C/C(=C\c1ccc(s1)c1ccc(cc1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine
1082,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1084,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1085,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/C(=O)O,imidazole
1086,CCCCn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,imidazole
1087,CCCCn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole
1088,CCCCn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,imidazole
1090,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cccc2)c1sc(cc1c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c2cccc1)c1ccc2c(c1)sc1c2sc2c1ccc(c2)c1cc(c(s1)C=C(C(=O)O)C#N)C,benzothienothiophene
1091,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)C1=C2C(=CC(=[N+]2[B-](n2c1c(C)cc2C)(F)F)C)C)/C=C(/C(=O)O)\C#N,bodipy
1092,CCCCCCOc1ccc(c(c1)OCCCCCC)n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1cc2c(s1)c1c(n2c2cc(OCCCCCC)cc(c2)OCCCCCC)cc(s1)C1=C2C(=CC(=[N+]2[B-](n2c1c(C)cc2C)(F)F)C)C,bodipy
1093,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C1=C2C(=CC(=[N+]2[B-](n2c1c(C)cc2C)(F)F)C)C,dipyrromethene
1094,CCCCCCOc1cc(OCCCCCC)ccc1n1c2ccsc2c2c1cc(s2)/C=C(/C(=O)O)\C#N,bodipy
1095,CC1=CC(=[N+]2C1=C(c1ccc(cc1)C(=O)O)c1c(C)cc(n1[B-]2(F)F)C)C,bodipy
1096,CCCCCCc1cc(sc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1097,CCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1098,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine
1099,CCCCCCc1cc(sc1c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1100,CCCCCCCCCCCCc1cc(sc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1102,N#C/C(=C\c1sc2c(c1)sc(c2)c1cc2c(s1)cc(s2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1103,CCCCCCCCCCCCc1cc(sc1c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1,triphenylamine
1104,CCCCCCCCCCCCc1cc(sc1c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1,triphenylamine
1105,N#C/C(=C\c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1)/C(=O)O,triphenylamine
1106,N#C/C(=C/c1cc2c(s1)cc(s2)c1sc(c2c1OCCO2)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1)/C(=O)O,triphenylamine
1107,N#C/C(=C\c1ccc(s1)c1cc2c(s1)sc(c2)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1)/C(=O)O,triphenylamine
1108,N#C/C(=C\c1ccc(cc1)c1cc2c(s1)cc(s2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1109,N#C/C(=C\c1ccc(cc1)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1110,OC(=O)CN1C(=S)S/C(=C\c2ccc(s2)c2ccc(s2)c2ccc(cc2)N(c2ccc3c(c2)OCCO3)c2ccc3c(c2)OCCO3)/C1=O,triphenylamine
1111,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)/C(=O)O,triphenylamine
1113,N#C/C(=C\C1=C2SC(=CC(=C2CC(C1)C(C)(C)C)c1ccccc1)c1ccccc1)/C(=O)O,pyranylidene
1115,N#C/C(=C\C=C\C1=C2SC(=CC(=C2CC(C1)C(C)(C)C)c1ccccc1)c1ccccc1)/C(=O)O,pyranylidene
1116,CCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2,triphenylamine
1117,N#C/C(=C\c1ccc(s1)c1csc2c1sc(c2)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)/C(=O)O,triphenylamine
1118,N#C/C(=C\c1ccc(cc1)c1sc2c(c1)sc(c2)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)S1=CC2=C(C=C1)OCCO2)/C(=O)O,triphenylamine
1119,N#C/C(=C\c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc2c(c1)N(c1ccccc1)C1C2C2CCC1C2)/C(=O)O,triphenylamine
1120,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1,triphenylamine
1124,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(cc1)/C=C(/C(=O)O)\C#N,triphenylamine
1125,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(c2c1nsn2)/C=C(/C(=O)O)\C#N,triphenylamine
1128,CCCCCCSC1=C(SCCCCCC)SC(=c2c3cc(ccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2cccc3)c2ccc(cc2)/C=C(/C(=O)O)\C#N)S1,tetrathiafulvalene
1129,CCCCCCSC1=C(SCCCCCC)SC(=c2c3cc(C#Cc4ccc(cc4)/C=C(/C(=O)O)\C#N)ccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2cccc3)S1,tetrathiafulvalene
1130,CCCCCCSC1=C(SCCCCCC)SC(=c2c3cc(ccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2cccc3)c2ccc(s2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)S1,tetrathiafulvalene
1131,CCCCCCSC1=C(SCCCCCC)SC(=c2c3cc(ccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2cccc3)c2ccc(cc2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)S1,tetrathiafulvalene
1132,CCCCCCSC1=C(SCCCCCC)SC(=c2c3ccccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2ccc(c3)c2ccc(s2)/C=C(/C(=O)O)\C#N)S1,tetrathiafulvalene
1133,CCCCCCSC1=C(SCCCCCC)SC(=c2c3cc(C#Cc4ccc(s4)/C=C(/C(=O)O)\C#N)ccc3c(=C3SC(=C(S3)SCCCCCC)SCCCCCC)c3c2cccc3)S1,tetrathiafulvalene
1134,CC1(C)c2cc(cc3c2N2c4c1cccc4C(c1c2c(C3(C)C)ccc1)(C)C)c1ccncc1,n-heterotriangulenes
1135,N#C/C(=C\c1ccc(s1)c1ccc(c2c1sc(n2)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1137,CC1(C)c2cc(cc3c2N2c4c1cc(cc4C(c1c2c(C3(C)C)ccc1)(C)C)c1ccncc1)c1ccncc1,n-heterotriangulenes
1139,CC1(C)c2cc(cc3c2N2c4c1cc(cc4C(c1c2c(C3(C)C)cc(c1)c1ccncc1)(C)C)c1ccncc1)c1ccncc1,n-heterotriangulenes
1140,N#C/C(=C/c1ccc(s1)c1ccc(cc1)C(=C(c1ccc(cc1)N(CC)CC)c1ccc(cc1)N(CC)CC)c1ccc(cc1)Br)/C(=O)O,tetraphenylethene
1141,CCN(c1ccc(cc1)C(=C(c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(CC)CC)CC,tetraphenylethene
1142,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1143,N#C/C(=C\c1ccc(cc1F)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1144,N#C/C(=C\c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1145,N#C/C(=C\c1ccc(c(c1)F)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1148,N#CC(=Cc1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,triphenylamine
1151,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1154,N#C/C(=C\c1cc2c(s1)c1c(C2(CC)CC)cc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1156,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(s2)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1159,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C12OCCOC2=C(SC1)c1ccc(c2c1nsn2)C=C(C(=O)O)C#N,triphenylamine
1161,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C12OCCOC2=C(SC1)c1ccc(c2c1nsn2)c1ccc(cc1)C=C(C(=O)O)C#N,triphenylamine
1162,OC(=O)c1ccc2c(c1)nc(c(n2)c1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1164,N#C/C(=C/c1cc(sc1c1sc2c(c1)C1(c3c2sc(c3)c2sc(cc2/C=C(/C(=O)O)\C#N)[Si](C(C)C)(C(C)C)C(C)C)c2ccc(cc2c2c1ccc(c2)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)[Si](C(C)C)(C(C)C)C(C)C)/C(=O)O,oligothiophene
1165,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1cccs1)/C(=O)O,terthiophene
1166,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)/C(=O)O,terthiophene
1167,CCCCCCc1cc(sc1c1cccs1)c1ccc(s1)/C=C(/C(=O)O)\C#N,terthiophene
1168,CCCCCCc1cc(sc1c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,terthiophene
1172,N#CC(=c1s/c(=C\c2ccc(cc2)N(c2ccccc2)c2ccccc2)/c(=O)[nH]1)C#N,triphenylamine
1173,N#CC(=c1[nH]c(=O)/c(=C/c2ccc(cc2)N(c2ccc(cc2)/C=c/2\sc(=C(C#N)C#N)[nH]c2=O)c2ccccc2)/s1)C#N,triphenylamine
1174,N#CC(=c1s/c(=C/c2ccc(cc2)N(c2ccc(cc2)/C=c/2\sc(=C(C#N)C#N)[nH]c2=O)c2ccc(cc2)/C=c/2\sc(=C(C#N)C#N)[nH]c2=O)/c(=O)[nH]1)C#N,triphenylamine
1175,N#CC(=c1[nH]c(=O)/c(=C/c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)/s1)C#N,triphenylamine
1176,N#CC(=c1[nH]c(=O)/c(=C/c2ccc(s2)c2ccc(cc2)N(c2ccc(cc2)c2ccc(s2)/C=c/2\sc(=C(C#N)C#N)[nH]c2=O)c2ccccc2)/s1)C#N,triphenylamine
1177,CCCCCCCCOc1cc2c3cc(sc3c3c(c2cc1OCCCCCCCC)cc(s3)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine
1178,CCCCCCCCOc1cc2c3cc(sc3c3c(c2cc1OCCCCCCCC)cc(s3)C=C(C(=O)O)C#N)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine
1179,CCCCCCCCOc1cc2c3cc(sc3c3c(c2cc1OCCCCCCCC)cc(s3)CC(C(O)O)CN)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,triphenylamine
1182,N#C/C(=C\c1cc(c(s1)c1sc(cc1C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C)/C(=O)O,triphenylamine
1183,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1184,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
1185,CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1cc(c(s1)c1sc(cc1C)/C=C(\C(=O)O)/C#N)C,triphenylamine
1186,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC,triphenylamine
1188,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1190,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(o1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1192,CCCCCCn1c2ccc(cc2c2c1ccc(c2)c1ccc(o1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1194,N#C/C(=C\c1ccc(o1)c1ccc2c(c1)c1cc(ccc1n2CCCC(C)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1196,CCCCSC1=C(SCCCC)SC(=Cc2ccc(s2)/C=C(/C(=O)O)\C#N)S1,dithiafulvalene
1197,CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(cc2)c2ccc(s2)c2ccncc2)S1,dithiafulvene
1198,CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(s2)c2ccc(cc2)c2ccncc2)S1,dithiafulvene
1199,CCCCCCSC1=C(SCCCCCC)SC(=C(C(=C2SC(=C(S2)SCCCCCC)SCCCCCC)c2ccc(cc2)c2ccc(s2)c2ccncc2)c2ccc(cc2)c2ccc(s2)c2ccncc2)S1,dithiafulvene
1200,CCCCCCSC1=C(SCCCCCC)SC(=C(C(=C2SC(=C(S2)SCCCCCC)SCCCCCC)c2ccc(s2)c2ccc(cc2)c2ccncc2)c2ccc(s2)c2ccc(cc2)c2ccncc2)S1,dithiafulvene
1202,CCCCCCSC1=C(SCCCCCC)SC(=C2Cc3c(C2)cc2c(c3)nc(c(n2)C#Cc2ccc(cc2)C(=O)O)C#Cc2ccc(cc2)C(=O)O)S1,tetrathiafulvalene
1203,CCCCCCN(c1oc2c(c1)c(C#Cc1ccccc1)c1c(c2C#Cc2ccc(cc2)/C=C(\C(=O)O)/C#N)cc(o1)N(CCCCCC)CCCCCC)CCCCCC,benzodifuran
1204,CCCCCCN(c1cc2c(o1)c(C#Cc1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2C#Cc2ccc(cc2)/C=C(\C(=O)O)/C#N)oc(c1)N(CCCCCC)CCCCCC)CCCCCC,benzodifuran
1206,CCCCCCCCC(Cn1c2cc(C#Cc3ccc(c4c3nsn4)c3ccc(cc3)C(=O)O)c3c4c2c2c1c1c(c5c2c(c4ccc3)ccc5)c2c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc(cc2)OCC(CCCCCCCC)CCCCCC)CCCCCC,perylene
1207,CN(c1ccc(cc1)N=Nc1ccc(cc1)C(=O)O)C,azobenzene
1208,CCO[Si](c1ccc(cc1)N=Nc1ccc(cc1)N(C)C)(OCC)OCC,azobenzene
1209,CCO[Si](c1ccccc1)(c1ccc(cc1)N=Nc1ccc(cc1)N(C)C)OCC,azobenzene
1210,CCO[Si](c1ccccc1)(c1ccc(cc1)N=Nc1ccccc1)OCC,azobenzene
1211,O[Si](c1ccc(cc1)N=Nc1ccccc1)(c1ccc(cc1)N=Nc1ccccc1)O,azobenzene
1212,OC(=O)c1ccc(cc1)N=Nc1ccccc1,azobenzene
1213,OC(=O)c1[nH]c2c3cccc4c3c(c2[nH]c1C(=O)O)ccc4N(c1ccccc1)c1ccccc1,acenaphthopyrazine
1214,CCCCN(c1ccc2c3c1cccc3c1c2[nH]c(c([nH]1)C(=O)O)C(=O)O)c1ccccc1,acenaphthopyrazine
1215,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1225,CCCCCCCCOc1c2cc(c3ccc(s3)/C=C(/C(=O)O)\C#N)c3c4c2c2c5c1cccc5c(cc2c(c4ccc3)OCCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,anthanthrene
1226,CCCCCCCCOc1c2cccc3c2c2c4c1cc(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c4c(c(c2cc3c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)OCCCCCCCC)ccc1,anthanthrene
